unified_id,stellar_id,disposition,orbital_period_days,transit_duration_hr,transit_depth_ppm,planet_radius_rearth,equilibrium_temp_k,insolation_flux_earth,stellar_teff_k,stellar_radius_rsun,stellar_logg_cgs,magnitude,mission
4966.01,295507430,CANDIDATE,7.3136902,5.53,1480.0,10.3927,1265.0,425.471,5654.0,2.68,3.58,11.9852,TESS
4967.01,243476396,CANDIDATE,0.5979368,1.018,3760.0,10.3319,1964.0,2472.04,5812.0,1.38,4.18,13.2313,TESS
4968.01,253961767,CANDIDATE,2.2355936,3.8169843,11467.2654828,19.1583617,2020.3037543,3937.2018929,6731.0,1.74519,4.11,12.5808,TESS
4969.01,406106335,CANDIDATE,3.0773658,3.579,5140.0,13.6438,1959.0,2446.41,7277.0,1.75,4.17,12.8132,TESS
497.01,108645766,FALSE_POSITIVE,2.974175,3.031634,11707.257241,3.756355,492.1777269,13.8678401,3333.0,0.302,4.94824,13.2312,TESS
4970.01,359523751,CANDIDATE,4.8338813,3.9585267,15572.8655746,16.2870392,1349.5949074,784.0336903,6859.0,1.2713701,4.4,12.365,TESS
4971.01,453942180,CANDIDATE,7.9674915,3.374,2920.0,,844.0,84.3794,5058.2,,,11.9736,TESS
4972.01,149585119,CANDIDATE,2.6492703,2.42,10560.0,12.9788,1355.0,560.52,5743.0,1.25,4.25,13.1773,TESS
4973.01,397522142,CANDIDATE,7.9486299,1.29,6340.0,9.54103,676.0,34.816,5742.0,0.93,4.51,10.7271,TESS
4974.01,148478039,CANDIDATE,10.6006859,3.663,16260.0,,897.0,107.932,6303.2,,,12.7126,TESS
4975.01,304085024,CANDIDATE,4.4834145,2.363,4810.0,,,,,,,12.967,TESS
4976.01,210629725,CANDIDATE,3.027103,3.964,6250.0,10.9691,1835.0,1882.44,6275.0,1.39,4.24,13.3665,TESS
4977.01,68081952,CANDIDATE,7.7023687,2.321,27310.0,14.6181,721.0,44.8696,5333.0,0.85,4.55,12.5156,TESS
4978.01,145204443,CANDIDATE,4.7190303,1.538,6800.0,17.051,1151.0,292.335,6389.0,1.73,4.07,12.2913,TESS
4979.01,311736478,CANDIDATE,3.6305988,2.303,570.0,5.32844,1876.0,2058.82,5156.0,1.31,4.14,10.5895,TESS
498.01,121338379,CANDIDATE,0.2750478,0.5251393,703.0554225,4.0587998,3469.9976486,34263.9733582,6218.0,1.3227299,4.26662,9.58094,TESS
4980.01,200435203,CANDIDATE,16.1565078,1.814,13030.0,,466.0,7.84717,5215.0,,,12.9331,TESS
4981.01,14029793,CANDIDATE,0.2097217,0.25,1250.0,11.9597,2489.0,6373.11,6046.0,1.08,4.42,12.4813,TESS
4982.01,46627476,CANDIDATE,2.5665666,3.177,9060.0,15.79,1663.0,1270.4,6020.0,1.57,4.09,13.3495,TESS
4983.01,80137654,CANDIDATE,5.7527363,5.075,12970.0,,1479.0,795.35,5951.0,,,13.01,TESS
4984.01,177391159,CANDIDATE,3.6748618,4.042,2990.0,,1627.0,1164.16,6084.3,,,12.4373,TESS
4985.01,294315741,FALSE_POSITIVE,3.5678072,2.968,17670.0,34.7616,2225.0,4074.35,7819.0,1.71,4.24,13.3162,TESS
4986.01,5592720,CANDIDATE,6.5946181,2.884,9920.0,22.1605,1137.0,277.451,6345.0,2.12,3.89,12.8742,TESS
4987.01,293607057,CONFIRMED,4.2889696,2.517,5850.0,20.7112,1404.0,646.761,6736.9,2.61,3.76,10.6311,TESS
4988.01,445392860,CANDIDATE,2.3696548,1.8925768,46129.4275972,21.171114,843.3573872,119.5549647,3986.0,0.697237,4.57,14.881,TESS
4989.01,303385111,CANDIDATE,3.429078,1.795,13770.0,21.1656,1027.0,185.229,5654.0,1.85,3.91,13.0413,TESS
499.01,123702439,CANDIDATE,8.5334865,2.369,1756.0,4.14687,941.0,130.53,5997.0,0.97,4.45722,10.1374,TESS
4990.01,295312916,CANDIDATE,5.6386197,2.621,5940.0,13.3798,922.0,120.336,5373.0,1.56,4.02,12.9123,TESS
4991.01,247180220,CANDIDATE,0.7702101,0.857,29130.0,13.5452,922.0,120.256,3601.0,0.68,4.58,14.6594,TESS
4992.01,362111691,CANDIDATE,4.8807474,3.148,11440.0,18.7724,1264.0,424.843,6356.0,1.7,4.08,13.1812,TESS
4993.01,360221713,CANDIDATE,3.1062522,4.824,3680.0,12.6882,1708.0,1415.95,5369.0,2.13,3.75,12.782,TESS
4994.01,277128619,CONFIRMED,21.4921464,4.199,5960.0,9.09747,608.0,22.7774,5520.0,1.11,4.34,11.9545,TESS
4995.01,294295243,CANDIDATE,8.7802662,2.45,2140.0,8.87975,851.0,87.107,6124.0,1.88,3.95,11.8014,TESS
4996.01,384709136,CANDIDATE,4.8131406,4.932,5030.0,15.2753,1595.0,1074.75,6287.0,2.1,3.88,12.7523,TESS
4997.01,340624586,CANDIDATE,13.3178839,4.344,3920.0,,1120.0,261.545,7295.5,,,11.1281,TESS
4998.01,76228620,CANDIDATE,9.7800223,4.245,4340.0,9.06075,1031.0,187.783,6113.0,1.33,4.25,11.2723,TESS
4999.01,33227166,CANDIDATE,5.5846356,5.066,2220.0,9.33343,1392.0,624.784,5698.0,1.99,3.84,10.8235,TESS
500.01,134200185,CONFIRMED,0.5481573,0.9424668,226.8573536,1.3591774,1577.3911825,1463.1155872,4590.0,0.751825,4.50961,9.4022,TESS
5000.01,179230828,CANDIDATE,5.5422295,2.556,14910.0,14.7328,,271.918,5483.0,1.02,,12.6702,TESS
5000.02,179230828,CANDIDATE,15.3392841,2.933,12910.0,11.7705,,26.88,5483.0,1.02,,12.6702,TESS
5001.01,95709395,CANDIDATE,5.069043,4.185,8170.0,13.2155,1542.0,939.466,6763.0,1.51,4.24,12.1641,TESS
5002.01,418471116,CANDIDATE,3.7318818,3.231,10850.0,13.3208,1408.0,653.055,6129.0,1.23,4.32,13.4479,TESS
5003.01,301900477,CANDIDATE,4.4540914,1.16,9790.0,12.2601,806.0,70.3253,6188.0,1.13,4.41,11.8406,TESS
5004.01,384386062,CANDIDATE,5.7626113,4.004,8710.0,10.0697,1429.0,692.871,5470.0,0.97,4.45,13.0071,TESS
5005.01,282485660,CONFIRMED,6.3084728,2.871,3690.0,6.00429,1012.0,174.188,5840.0,0.97,4.48,11.13,TESS
5006.01,449107129,CANDIDATE,4.254955,4.228,2370.0,14.4712,2372.0,5255.5,8653.0,2.88,3.85,11.9055,TESS
5007.01,424196109,CONFIRMED,2.5432595,1.12,21300.0,10.6224,615.0,23.828,3757.0,0.66,4.61,13.6366,TESS
5008.01,150531994,CANDIDATE,2.7702532,3.748,10790.0,10.2658,1500.0,840.782,5183.0,0.94,4.43,12.9499,TESS
5009.01,463781038,CANDIDATE,8.1755735,7.683,2870.0,17.9327,2291.0,4574.7,9169.0,3.44,3.73,11.9032,TESS
501.01,134537478,CONFIRMED,1.7100122,1.79,12680.0,17.2191,1493.0,826.113,5720.0,1.51,4.16816,10.3887,TESS
5010.01,276735500,CANDIDATE,6.7107895,1.377,29370.0,12.843,437.0,6.07437,3980.0,0.7,4.57,14.6681,TESS
5011.01,418298773,CANDIDATE,2.6060495,1.6531467,7607.398609,6.7707607,965.2816733,205.1810486,4471.0,0.78826,4.49,13.4962,TESS
5012.01,245728942,CANDIDATE,4.18438,2.146,3750.0,14.8687,1958.0,2440.51,10708.0,1.82,4.36,11.4302,TESS
5013.01,287494667,CANDIDATE,8.989491,1.43,2890.0,13.4707,704.0,40.9859,6620.0,2.21,3.89,12.7482,TESS
5014.01,362032529,CANDIDATE,3.4507193,3.498,2270.0,8.16973,1495.0,830.757,5712.0,1.7,3.99,12.4073,TESS
5015.01,221656234,CANDIDATE,2.4533968,3.425,8790.0,16.1215,1868.0,2024.13,6333.0,1.7,4.07,12.491,TESS
5016.01,68322189,FALSE_POSITIVE,1.2833689,2.592,20090.0,23.5753,2357.0,5124.73,5442.0,1.01,4.4,12.5209,TESS
5017.01,302054555,CANDIDATE,3.3677179,5.049,3070.0,12.6215,1732.0,1495.44,5575.2,2.3,3.71,12.4698,TESS
5018.01,294691204,CANDIDATE,6.5859565,1.553,1570.0,5.98453,905.0,111.468,6353.0,1.41,4.24,11.576,TESS
5019.01,420829332,CANDIDATE,1.090295,1.895,5240.0,8.96609,2156.0,3593.4,5479.0,1.14,4.31,12.6345,TESS
502.01,172193428,CANDIDATE,2.9412694,1.6223259,2421.3696753,8.8335566,1430.7395644,990.2921795,5642.0,1.21356,4.16735,10.3773,TESS
5020.01,310266243,CANDIDATE,5.3450209,5.64,3650.0,11.8547,1694.0,1370.06,6279.0,2.04,3.91,13.3298,TESS
5021.01,403405969,CANDIDATE,12.975062,6.124,6210.0,11.8674,1125.0,266.841,6480.9,1.5,4.2,13.2565,TESS
5022.01,208772468,CANDIDATE,2.244541,2.1,17150.0,13.6382,1294.0,465.777,5455.0,1.03,4.39,13.1509,TESS
5023.01,213111428,CANDIDATE,2.2749988,0.632,68800.0,17.0496,398.0,4.17143,3199.0,0.32,4.9,14.9582,TESS
5024.01,344130921,CANDIDATE,14.7765802,4.996,4630.0,10.2309,920.0,119.223,6247.0,1.46,4.19,12.9267,TESS
5025.01,217838717,CANDIDATE,2.8846592,2.783,12880.0,16.5935,1982.0,2563.35,8219.0,1.42,4.44,12.3666,TESS
5026.01,161247580,CANDIDATE,3.2813635,3.203,4740.0,10.9441,,1226.1,6622.0,1.54,,11.831,TESS
5027.01,361711730,CONFIRMED,10.2436729,2.999,9410.0,11.2818,1035.0,190.912,5845.9,0.96,4.5,10.9097,TESS
5028.01,76894548,CANDIDATE,3.9353218,3.169,8020.0,20.2069,1364.0,575.011,5806.0,2.17,3.78,12.5587,TESS
5029.01,154400369,CANDIDATE,3.8861815,2.565,5880.0,10.8516,1766.0,1616.52,8615.0,1.39,4.49,12.1989,TESS
503.01,186812530,CONFIRMED,3.6773543,1.441,3949.0,11.426,1475.0,786.44,7887.0,1.68,4.28126,9.19813,TESS
5030.01,444290896,CANDIDATE,4.4299239,4.671,5280.0,,,,,,,12.3927,TESS
5031.01,46807139,CANDIDATE,4.5314275,6.41,6062.0,,1099.0,242.998,3605.0,,,13.302,TESS
5032.01,283665218,CANDIDATE,6.032661,4.689,6850.0,,1114.0,255.942,5049.5,,,12.7954,TESS
5033.01,318180448,CANDIDATE,5.4695364,1.274,1600.0,1.39203,437.0,6.09736,3465.0,0.36,4.86,11.7405,TESS
5034.01,306990399,CANDIDATE,8.7042937,2.726,2130.0,3.59413,749.0,52.2984,5160.9,0.77,4.61,12.0635,TESS
5035.01,401509690,CANDIDATE,5.8009082,3.175,5130.0,8.06972,1008.0,171.882,5406.0,1.05,4.37,12.5787,TESS
5036.01,406726743,CANDIDATE,17.7481897,2.516,5210.0,11.5797,516.0,11.794,5393.0,1.51,4.06,12.5819,TESS
5037.01,263486257,CANDIDATE,4.1245473,3.4302475,15857.5159207,17.7780627,1395.887109,897.2680177,6433.0,1.3291301,4.3,12.3155,TESS
5038.01,127115861,CANDIDATE,0.9990876,1.27,4640.0,16.981,,9983.53,9391.0,2.41,4.05,11.9036,TESS
5039.01,396649769,CANDIDATE,2.1967461,3.749,3670.0,11.6242,1887.0,2106.93,5709.0,1.8,3.94,13.4924,TESS
504.01,219164808,FALSE_POSITIVE,1.6773063,2.352,3910.0,29.2836,3110.0,15535.1,6915.0,2.56,4.17618,9.6646,TESS
5040.01,412828754,CANDIDATE,3.3808424,3.135,4420.0,15.6348,1617.0,1136.54,6445.0,1.96,3.97,12.9612,TESS
5041.01,324609476,CANDIDATE,0.733892,0.9663799,41803.8414084,12.8031517,910.7685622,162.6122005,3423.0,0.438708,4.79,14.9276,TESS
5042.01,282221346,CANDIDATE,5.6316098,5.877,940.0,6.99657,1562.0,989.195,5784.0,2.32,3.72,11.0384,TESS
5043.01,75522633,CANDIDATE,3.8027513,3.148,26100.0,14.5097,1102.0,245.058,5061.0,0.86,4.5,12.4337,TESS
5044.01,298946836,CANDIDATE,5.5556615,4.494587,3308.3022418,13.1283718,1515.5765796,1246.9026373,5964.0,2.09656,3.83,11.1072,TESS
5045.01,297950791,CANDIDATE,3.4792084,3.545,8320.0,14.4016,1542.0,940.992,6052.0,1.57,4.1,13.3209,TESS
5046.01,306512967,CANDIDATE,11.1838046,5.302,3740.0,,,,,,,13.069,TESS
5047.01,291857895,CANDIDATE,7.3142625,3.367,18810.0,12.5859,803.0,69.2385,4881.0,0.86,4.47,12.6794,TESS
5048.01,323022088,CANDIDATE,1.3583233,1.463,6790.0,13.5621,1487.0,812.252,5604.0,1.56,4.05,13.115,TESS
5049.01,261020738,CANDIDATE,2.9204289,2.679,10330.0,12.9535,1297.0,470.192,5508.0,1.08,4.36,12.9072,TESS
505.01,268644785,CONFIRMED,3.3294649,4.0123108,10603.9863905,16.0269619,1616.2640286,1612.761812,6003.0,1.52238,4.16979,10.6815,TESS
5050.01,282701278,CANDIDATE,2.3064574,2.071,5650.0,13.5732,1574.0,1020.03,6692.0,1.48,4.25,12.6487,TESS
5051.01,217933560,CANDIDATE,3.5980715,2.842,15550.0,14.8005,1021.0,180.551,4708.0,1.13,4.21,11.6451,TESS
5052.01,208151094,CANDIDATE,4.0668104,2.988,19690.0,15.0245,1145.0,286.231,5496.0,1.07,4.36,12.3562,TESS
5053.01,324426685,CANDIDATE,9.8830331,3.432,15630.0,10.3147,650.0,29.7162,4456.0,0.82,4.46,12.6916,TESS
5054.01,401704685,CANDIDATE,4.2100055,2.653,7990.0,13.6161,1266.0,427.599,6160.0,1.42,4.2,12.7372,TESS
5055.01,407146538,FALSE_POSITIVE,2.0915616,3.634,2560.0,14.2961,2796.0,10148.1,5551.0,1.62,4.01,11.9139,TESS
5056.01,216925130,CANDIDATE,7.6686232,4.794,2000.0,8.82795,1304.0,480.358,6066.0,1.96,3.91,10.9531,TESS
5057.01,37291237,CANDIDATE,1.1437772,1.501,1770.0,12.9975,1348.0,548.925,4520.0,2.85,,11.0837,TESS
5058.01,277034534,CANDIDATE,23.7123919,5.841,6160.0,12.8901,,181.582,6130.0,1.29,,10.9425,TESS
5059.01,458027465,CANDIDATE,8.7876771,2.935,20650.0,11.5115,656.0,30.7909,4676.0,0.77,4.54,11.8876,TESS
506.01,274138511,FALSE_POSITIVE,2.774207,2.393565,693.389889,2.582442,1170.9058394,444.231028,5280.0,0.945062,4.44454,10.4215,TESS
5060.01,16264917,CANDIDATE,1.2695326,2.229,13410.0,14.8016,3219.0,17833.5,9561.0,1.18,4.68,13.4489,TESS
5061.01,214218272,CANDIDATE,3.3645349,3.14,7010.0,11.8831,1558.0,978.355,6443.0,1.34,4.3,12.9971,TESS
5062.01,294768072,CANDIDATE,6.2244575,5.174,1570.0,8.34496,1401.0,639.699,5692.8,2.08,3.81,11.8105,TESS
5063.01,173979859,CANDIDATE,3.613799,3.323,9490.0,15.4064,1665.0,1276.89,6955.0,1.54,4.25,12.6019,TESS
5064.01,407127579,CANDIDATE,3.5108018,2.791,960.0,5.42543,1356.0,561.487,5860.0,1.59,4.06,11.5939,TESS
5065.01,243244680,CONFIRMED,19.4921473,3.568,1700.0,5.50689,662.0,31.9085,6128.0,1.36,4.23,9.66896,TESS
5066.01,56655478,CANDIDATE,1.3454079,1.208,1226.0,7.22545,2162.0,3632.59,7509.4,2.0,4.07,10.3418,TESS
5067.01,117275513,CONFIRMED,4.6886342,2.651,1469.0,3.36071,946.0,133.083,4954.0,0.87,4.47,11.7421,TESS
5068.01,366631954,CONFIRMED,4.7369669,2.58,1238.0,2.93924,1166.0,307.522,5069.2,0.79,4.46,11.1704,TESS
5069.01,381360757,CANDIDATE,8.8558739,6.144,280.0,3.014,1378.0,599.445,6332.0,1.87,3.99,9.63679,TESS
507.01,348538431,CANDIDATE,0.8994677,1.2066668,58768.3536154,17.1200078,866.8813273,133.4667668,3338.0,0.505078,4.9469,13.2304,TESS
5070.01,319968129,FALSE_POSITIVE,6.216994,2.759,2060.0,7.46488,1432.0,699.959,6304.0,1.54,4.16,10.3879,TESS
5071.01,307733361,CONFIRMED,1.6739029,1.355,863.0,3.44449,1461.0,757.167,6115.5,1.22,4.33,10.0121,TESS
5072.01,7059054,CONFIRMED,5.185768,2.356,13002.0,7.50399,935.0,126.877,4664.8,0.65,4.68,12.244,TESS
5073.01,458686969,CANDIDATE,3.1393667,3.957,11087.0,15.9004,1597.0,963.197,5653.4,1.52,4.08,13.3042,TESS
5074.01,6893917,CONFIRMED,3.0801795,3.4870958,8926.432346,17.0613,1937.7234037,3331.8707078,7511.0,1.70169,4.21,9.02097,TESS
5075.01,23113034,FALSE_POSITIVE,1.7134571,1.433,355.0,4.95462,2240.0,4181.14,8638.0,2.64,3.93,8.3482,TESS
5076.01,303432813,CONFIRMED,23.4428912,4.392,1623.0,3.02618,527.0,12.8373,4794.4,0.85,4.47,9.9909,TESS
5077.01,87873211,CANDIDATE,5.8879518,3.534,747.0,9.19044,2079.0,3105.54,5641.0,1.97,3.85,9.51297,TESS
5078.01,303523128,CANDIDATE,1.5110224,1.232,408.0,1.47339,1346.0,545.9,4595.0,0.68,4.63,9.7119,TESS
5079.01,69672493,FALSE_POSITIVE,1.4920726,1.594,907.0,2.23482,1409.0,654.339,5125.0,0.81,4.56,9.642901,TESS
508.01,425206121,CONFIRMED,4.6117328,4.065,11890.0,18.7958,1722.0,1460.67,7346.0,1.67,4.14208,9.654,TESS
5080.01,17409453,CONFIRMED,9.72665,4.584,2287.0,7.23871,1214.0,361.739,5583.6,1.45,4.11,12.9285,TESS
5081.01,203214138,CONFIRMED,5.1699026,1.972,3110.0,9.23587,1356.0,562.184,6283.4,1.48,4.18,10.5649,TESS
5082.01,437011608,CONFIRMED,4.2403543,2.353,842.0,2.64301,1113.0,255.637,5670.0,0.93,4.5,7.6253,TESS
5083.01,5882269,CONFIRMED,4.7948642,2.245,2280.0,3.3985,919.0,118.638,4072.0,0.65,4.62,12.0394,TESS
5084.01,438260486,CANDIDATE,5.8321337,2.039,274.0,1.15554,740.0,49.8722,4544.0,0.75,4.54,7.564,TESS
5085.01,6785559,CANDIDATE,4.5117148,4.48,550.0,2.89398,1535.0,921.698,5785.0,1.35,4.19,10.1125,TESS
5086.01,178217113,CONFIRMED,2.9956366,2.287,7778.0,13.1937,1552.0,963.566,6135.5,1.4,4.21,11.0514,TESS
5087.01,18310799,CONFIRMED,17.3070631,3.646,1909.0,3.7275,658.0,31.2616,4230.6,0.77,4.48,10.1192,TESS
5088.01,234388232,CANDIDATE,10.3883213,4.056,822.0,3.76664,1611.0,1120.27,5638.7,0.87,4.56,9.3422,TESS
5088.02,234388232,CANDIDATE,13.4155226,3.665,550.0,1.53506,782.0,62.2227,5638.7,0.87,4.56,9.3422,TESS
5089.01,330687113,CONFIRMED,5.113835,2.4556787,1290.3750314,5.6708634,1369.8736571,832.2294086,6315.7,1.50876,4.17,10.999,TESS
509.01,453211454,CONFIRMED,9.0588209,3.342,875.0,2.67607,864.0,92.839,5560.26,0.96,4.438,7.9259,TESS
509.02,453211454,CONFIRMED,21.4003129,5.3847459,960.7539877,3.0010426,621.592122,35.2811724,5560.26,0.962324,4.438,7.9259,TESS
5090.01,184892124,CONFIRMED,1.9828041,1.1139386,132105.0435175,10.8910702,543.4709395,20.6170397,3213.0,0.293047,4.93347,16.0573,TESS
5091.01,438073782,CANDIDATE,3.6413702,3.705,11340.0,16.4955,1685.0,1340.13,6832.0,1.5,4.2575,11.4438,TESS
5092.01,90853136,CANDIDATE,2.3626901,1.4468336,4744.0800285,6.9577388,1095.4591558,340.3343305,5222.44,0.755047,4.63151,11.6786,TESS
5093.01,63189173,CONFIRMED,2.2984058,2.0873186,30832.0537335,13.7058869,963.6320245,203.7820374,4221.54,0.794584,4.45733,12.8033,TESS
5094.01,19028197,CONFIRMED,3.3366511,1.8580034,6765.8704326,4.1305078,595.1913226,29.6583759,3552.0,0.499698,4.74,10.2479,TESS
5095.01,434226736,CONFIRMED,3.4845543,0.9158601,13705.5317992,4.2083193,447.8143065,9.5041407,3204.0,0.290216,4.93668,13.0275,TESS
5096.01,26826078,CONFIRMED,2.8753183,1.615,23676.0,11.1331,846.0,85.1168,4604.0,0.68,4.64,10.2832,TESS
5097.01,203214081,CONFIRMED,5.7459945,1.185,3650.0,2.06081,393.0,3.99828,3413.0,0.32,4.91,11.5219,TESS
5098.01,14770122,CONFIRMED,3.5438732,4.2332052,10892.9403038,19.1202757,1687.334743,1915.6933754,6466.0,1.74624,4.07444,11.8887,TESS
5099.01,91481801,CANDIDATE,14.4507561,1.3457797,867.6358458,6.2516257,1182.8796624,462.6827,6761.32,2.0669501,3.96878,6.9762,TESS
510.01,238086647,CANDIDATE,1.3523942,0.512,371.0,2.82883,1110.0,252.046,5915.0,1.29,4.1283,8.4633,TESS
5100.01,349582831,CANDIDATE,3.4532143,2.445241,13153.3310188,16.9569136,1419.2316453,958.8135146,6028.0,1.3226399,4.2444,12.4261,TESS
5101.01,366410512,CONFIRMED,10.1367283,5.341,1059.0,5.44119,1563.0,992.258,6283.0,1.51,4.17177,11.6718,TESS
5102.01,82508808,CANDIDATE,0.4522013,0.5773712,15351.6498068,7.9172286,1326.2779363,731.2387223,3739.0,0.633946,4.6228,15.0155,TESS
5103.01,366443576,CANDIDATE,4.9898664,1.037,1850.0,9.128,1001.0,167.032,6242.0,1.63,4.09,11.5679,TESS
5104.01,415443327,CANDIDATE,4.890376,3.9844446,12039.4608136,16.1683559,1354.8522096,796.3219695,6278.0,1.4458801,4.20771,13.7667,TESS
5105.01,203287192,CANDIDATE,4.4455436,4.152,5839.0,15.8181,1528.0,905.997,6355.8,2.11,3.89,12.1476,TESS
5106.01,59351345,CANDIDATE,2.4361097,1.095,840.0,7.79741,1485.0,807.375,7182.5,2.33,3.91,10.0704,TESS
5107.01,97735297,FALSE_POSITIVE,1.8354365,1.633,310.0,5.7988,2530.0,6809.52,9758.0,3.27,3.8,9.4098,TESS
5108.01,350348197,CONFIRMED,6.7535728,2.173,1740.0,6.28796,927.0,122.785,5880.0,1.32,4.22,9.18458,TESS
5109.01,411930845,CANDIDATE,3.2104815,1.693,1600.0,20.5754,2035.0,2847.04,9124.0,4.71,3.46,10.2846,TESS
511.01,440777904,CONFIRMED,3.3552444,3.7362246,11199.9266299,15.4971874,1529.9640816,1294.9289564,6373.0,1.41886,4.27283,11.3072,TESS
5110.01,239977528,CONFIRMED,30.1584857,3.852,2293.0,11.2128,549.0,15.1027,6083.0,2.38,3.74,10.2592,TESS
5111.01,203289099,CONFIRMED,3.3557219,1.599,1101.0,1.9149,688.0,37.2966,3807.0,0.56,4.68,11.7538,TESS
5112.01,337385330,CANDIDATE,15.532806,3.564,1236.0,2.17742,659.0,31.4267,3973.0,0.61,4.65,10.1857,TESS
5113.01,2685481,CANDIDATE,4.136488,2.551,462.0,2.75771,1250.0,405.932,6113.0,1.39,4.21,10.2212,TESS
5114.01,26693519,CANDIDATE,6.1539077,2.115,1636.0,22.3615,910.0,114.033,5234.4,5.63,,10.0643,TESS
5115.01,366499151,CANDIDATE,13.8240078,3.512,1140.0,2.38171,681.0,35.732,5129.0,0.71,4.67,12.1045,TESS
5116.01,149496868,CANDIDATE,3.4355113,2.11,2580.0,4.18368,969.0,146.577,4870.0,0.8,4.53,11.9783,TESS
5117.01,26469462,CANDIDATE,11.6986928,3.37,930.0,3.51877,855.0,89.0703,6247.5,1.16,4.39,10.3657,TESS
5118.01,438412198,CANDIDATE,1.5749553,2.216,304.0,2.51186,2067.0,3031.49,6635.0,1.57,4.19,10.0769,TESS
5119.01,75427473,FALSE_POSITIVE,1.4713984,3.028,236.0,3.62613,1925.0,2280.57,5110.7,2.66,,8.96861,TESS
512.01,119292328,CONFIRMED,7.1887332,2.9505752,285.257999,1.5254582,830.5601795,112.4619017,5581.0,0.882675,4.52166,8.9767,TESS
512.02,119292328,CANDIDATE,20.2749388,5.788,410.0,1.74398,764.0,56.5944,5581.0,0.88,4.52166,8.9767,TESS
5120.01,58723861,CANDIDATE,24.9163182,6.745,6260.0,12.0398,745.0,51.1862,5778.4,1.47,4.12,10.2326,TESS
5121.01,366568760,CONFIRMED,8.4071591,5.002,533.0,10.1248,910.0,114.149,4642.6,4.71,,11.6522,TESS
5122.01,116668723,CANDIDATE,3.3885867,1.377,639.0,6.12917,1824.0,1838.7,6148.7,1.34,4.25,9.82614,TESS
5123.01,332022997,CONFIRMED,3.2810299,1.9734854,1163.6040257,2.5044826,908.8517497,161.2475751,4783.6,0.735345,4.59,11.1983,TESS
5123.02,332022997,CONFIRMED,8.4388997,2.5274041,1269.2030732,3.0161255,663.3374243,45.7571538,4783.6,0.735345,4.59,11.1983,TESS
5124.01,306902029,FALSE_POSITIVE,1.0754572,1.832,690.0,8.40705,2156.0,3593.53,6290.0,3.29,3.49,10.4406,TESS
5125.01,247906954,CANDIDATE,5.909621,2.784,435.0,2.96154,1296.0,468.76,6710.0,1.55,4.21,9.02342,TESS
5126.01,27064468,CONFIRMED,5.4589863,3.39,1230.0,4.40571,1247.0,402.195,6223.0,1.24,4.33,9.56225,TESS
5126.02,27064468,CONFIRMED,17.9051919,4.555,771.0,3.00633,824.0,76.5725,6223.0,1.24,4.33,9.56225,TESS
5127.01,438170612,CANDIDATE,17.5328625,3.11,547.0,2.60324,753.0,53.5244,6160.0,1.14,4.39,9.80493,TESS
5128.01,406495245,CANDIDATE,7.6014943,3.018,1898.0,9.00796,1312.0,492.37,7642.0,1.99,4.09,8.2893,TESS
5129.01,101520163,CANDIDATE,7.4121119,1.78,979.0,3.6822,840.0,82.6575,6178.0,1.19,4.36,10.1843,TESS
513.01,431999925,FALSE_POSITIVE,1.445433,3.684343,16635.28994,3.493627,593.1709781,29.2577267,3266.0,0.269,4.98546,14.7095,TESS
5130.01,75589027,CANDIDATE,2.1667786,4.416,282.0,1.77975,2301.0,4654.09,6224.0,1.2,4.36,8.64885,TESS
5131.01,350043412,CANDIDATE,9.4813433,1.019,9450.0,6.37051,360.0,2.79712,4427.0,0.63,4.67,13.1113,TESS
5132.01,114516994,CANDIDATE,1.5985577,1.19,2590.0,11.0534,1793.0,1717.96,7947.0,2.2,4.04,10.1485,TESS
5133.01,312221462,FALSE_POSITIVE,30.4408598,4.586,1500.0,7.19468,1223.0,371.746,8158.9,1.58,4.34,10.3703,TESS
5134.01,95010343,FALSE_POSITIVE,6.880459,2.037,445.0,2.77633,929.0,123.942,6474.0,1.31,4.32,9.16636,TESS
5135.01,172110606,FALSE_POSITIVE,2.0197299,2.563,426.0,3.29943,1689.0,1353.12,5810.0,1.77,3.96,8.96147,TESS
5136.01,175236511,CONFIRMED,7.8092052,3.393,480.0,2.70889,1085.0,230.628,5906.9,1.22,4.3,12.0789,TESS
5137.01,14570132,CANDIDATE,3.2092033,0.677,2038.0,6.33877,,67.6268,5060.5,0.91,,12.345,TESS
5138.01,38087018,CONFIRMED,1.7292681,1.8278099,23043.2055193,12.6001269,1073.564736,313.9308182,4377.0,0.766495,4.50156,14.6026,TESS
5139.01,95337971,CANDIDATE,5.9471027,1.544,3540.0,7.14437,732.0,47.8442,3859.0,0.6,4.65384,12.7263,TESS
514.01,366576758,CONFIRMED,11.3909685,3.8062467,16337.7657792,11.1984741,667.4487415,46.9021418,5027.0,0.875936,4.51935,13.6674,TESS
5140.01,175193677,CANDIDATE,15.6113633,3.2002615,520.4897607,2.9033347,829.6557911,111.9728668,6061.77,1.22568,4.31439,6.3687,TESS
5141.01,350020859,CONFIRMED,11.8141726,5.5649352,1504.894167,6.9724932,1039.2173413,275.6427299,5609.0,1.78598,3.93083,8.74761,TESS
5142.01,393495970,CONFIRMED,1.7554285,1.7729986,14716.5922677,12.622985,1384.2569724,867.7365296,5306.0,0.965222,4.43,11.0658,TESS
