unified_id,stellar_id,disposition,orbital_period_days,transit_duration_hr,transit_depth_ppm,planet_radius_rearth,equilibrium_temp_k,insolation_flux_earth,stellar_teff_k,stellar_radius_rsun,stellar_logg_cgs,magnitude,mission
K02412.01,10419312,FALSE_POSITIVE,2.493237866,2.644,259.2,9.48,2241.0,5975.48,5002.0,4.131,3.344,13.962,KEPLER
K02413.01,3234598,CONFIRMED,12.90467523,3.28,412.4,1.49,545.0,20.91,4513.0,0.722,4.574,15.07,KEPLER
K02484.01,10453588,CONFIRMED,68.8861017,5.925,143.9,1.47,501.0,14.91,5753.0,1.222,4.2,12.464,KEPLER
K02485.01,11125613,CONFIRMED,9.99115241,2.657,391.7,1.68,660.0,44.77,4838.0,0.796,4.524,15.311,KEPLER
K02486.01,8074328,CANDIDATE,4.267961416,1.3427,127.4,1.42,1371.0,834.16,6395.0,1.237,4.275,13.047,KEPLER
K02487.01,7212184,CONFIRMED,36.292017,8.198,374.7,3.1,694.0,54.91,5843.0,1.615,4.069,15.251,KEPLER
K00031.01,6956014,FALSE_POSITIVE,0.925589891,1.967,400.8,50.6,6637.0,460202.18,4094.0,24.488,1.627,10.795,KEPLER
K00250.02,9757613,CONFIRMED,17.25121397,2.0371,2054.8,2.64,385.0,5.17,3879.0,0.537,4.708,15.473,KEPLER
K02558.01,5307858,FALSE_POSITIVE,1.867281146,7.495,701.1,31.18,1561.0,1405.94,6117.0,1.025,4.457,15.6,KEPLER
K02559.01,6605493,CONFIRMED,9.30991834,3.455,114.5,1.21,913.0,164.38,5806.0,1.101,4.353,13.799,KEPLER
K02560.01,4670217,CANDIDATE,18.1209388,3.781,504.2,1.68,543.0,20.58,4905.0,0.774,4.536,15.486,KEPLER
K02561.01,7259298,CONFIRMED,3.23941775,2.569,77.4,0.77,1213.0,511.14,6075.0,0.858,4.541,13.658,KEPLER
K02637.01,9574179,CANDIDATE,3.98864999,3.516,94.2,1.15,1233.0,547.73,5692.0,1.188,4.288,15.016,KEPLER
K02638.01,6211812,CONFIRMED,2.524017517,1.1968,303.0,1.5,1203.0,495.14,5420.0,0.871,4.487,15.55,KEPLER
K02639.01,11391755,CANDIDATE,25.1123362,7.922,398.8,2.22,691.0,53.73,6133.0,1.112,4.367,15.527,KEPLER
K02639.02,11391755,CANDIDATE,2.121023807,0.3673,263.9,5.75,1573.0,1446.5,6133.0,1.112,4.367,15.527,KEPLER
K02640.01,9088780,CANDIDATE,33.18089453,15.24,,,,,,,,13.226,KEPLER
K02641.01,8894646,CANDIDATE,3.55557922,3.24,60.4,0.84,1270.0,615.03,5839.0,1.082,4.337,13.845,KEPLER
K02413.02,3234598,CONFIRMED,31.2012202,4.077,360.1,1.47,406.0,6.44,4513.0,0.722,4.574,15.07,KEPLER
K02414.01,8611832,CONFIRMED,22.5968256,6.179,142.9,1.3,670.0,47.7,5610.0,1.104,4.301,13.584,KEPLER
K02414.02,8611832,CONFIRMED,45.3486381,4.858,162.9,1.61,531.0,18.84,5610.0,1.104,4.301,13.584,KEPLER
K02415.01,5621586,CONFIRMED,5.25419589,2.9878,461.8,2.12,1093.0,338.15,6123.0,0.987,4.472,15.659,KEPLER
K02416.01,9210387,CONFIRMED,5.90608902,2.409,340.7,1.77,1012.0,247.83,5966.0,0.961,4.493,15.466,KEPLER
K00247.01,11852982,CONFIRMED,13.81504449,2.3244,1032.6,1.91,391.0,5.52,3732.0,0.509,4.736,14.216,KEPLER
K02488.01,8559152,CONFIRMED,12.4128518,4.298,108.1,1.5,933.0,179.24,5945.0,1.346,4.196,13.539,KEPLER
K02489.01,2718778,CONFIRMED,3.92453009,3.691,463.5,1.82,1074.0,314.25,5776.0,0.849,4.554,15.708,KEPLER
K02490.01,3122913,CONFIRMED,11.60653061,2.194,771.7,1.88,584.0,27.47,4703.0,0.701,4.582,15.701,KEPLER
K02491.01,9229657,CONFIRMED,2.66831274,2.4141,266.2,1.48,1252.0,581.38,5806.0,0.899,4.528,15.553,KEPLER
K02562.01,10415227,FALSE_POSITIVE,2.9322509,2.931,181.2,1.33,1312.0,700.81,6106.0,0.966,4.487,15.662,KEPLER
K02563.01,5175024,CONFIRMED,23.4772553,6.735,141.4,1.34,738.0,70.05,6384.0,1.121,4.361,13.973,KEPLER
K02564.01,9026749,CONFIRMED,66.5576728,10.532,214.2,4.96,757.0,77.68,5734.0,3.405,3.591,14.074,KEPLER
K02565.01,12216278,FALSE_POSITIVE,2.01948607,5.248,275.4,2.15,1430.0,988.37,5884.0,0.944,4.481,15.415,KEPLER
K02566.01,9159242,FALSE_POSITIVE,3.04468229,5.951,71.4,0.86,1244.0,566.03,5575.0,0.98,4.363,14.028,KEPLER
K02642.01,12061096,FALSE_POSITIVE,15.05028313,1.848,615.2,2.46,735.0,69.16,5887.0,0.989,4.49,15.612,KEPLER
K00254.01,5794240,CONFIRMED,2.455240626,1.72722,36912.0,10.6,730.0,67.3,3793.0,0.568,4.697,15.979,KEPLER
K02643.01,6933567,CONFIRMED,9.08233411,2.008,296.9,1.35,734.0,68.75,5354.0,0.788,4.587,15.4,KEPLER
K02644.01,9993529,FALSE_POSITIVE,0.790539912,1.0567,277.3,1.24,1502.0,1200.65,4791.0,0.767,4.541,14.864,KEPLER
K02645.01,11303815,FALSE_POSITIVE,1.705782214,1.007,278.0,1.82,1455.0,1060.41,5387.0,1.009,4.38,15.272,KEPLER
K02646.01,6044553,FALSE_POSITIVE,0.532086296,4.023,495.8,16.99,1790.0,2417.28,5271.0,0.698,4.636,15.397,KEPLER
K02417.01,9654468,CONFIRMED,47.7052566,5.959,1161.5,2.89,347.0,3.42,4551.0,0.672,4.609,16.22,KEPLER
K00244.02,4349452,CONFIRMED,6.238535444,3.5255,401.6,2.53,1185.0,465.61,6267.0,1.258,4.28,10.734,KEPLER
K02418.01,10027247,CONFIRMED,86.829519,7.464,751.0,1.68,196.0,0.35,3576.0,0.463,4.791,15.474,KEPLER
K02419.01,6343170,CONFIRMED,9.95667035,3.534,586.8,3.41,946.0,189.48,6165.0,1.115,4.365,15.309,KEPLER
K02420.01,7107802,CONFIRMED,10.41728722,4.125,210.4,1.64,870.0,135.34,5557.0,1.151,4.288,14.746,KEPLER
K02492.01,11752632,CONFIRMED,0.984941669,1.9724,81.4,1.49,2335.0,7044.68,5825.0,1.662,4.046,13.835,KEPLER
K02493.01,10028535,CONFIRMED,0.663085361,1.1522,322.7,1.6,1681.0,1894.94,5172.0,0.767,4.6,15.304,KEPLER
K02494.01,7047207,CONFIRMED,19.1187425,6.805,217.5,2.33,823.0,108.48,5862.0,1.463,4.148,14.838,KEPLER
K02495.01,5212220,FALSE_POSITIVE,1.08749101,1.6192,126.4,4.91,3081.0,21388.7,5988.0,3.204,3.594,13.214,KEPLER
K02496.01,9964748,FALSE_POSITIVE,1.183818383,1.393,84.3,0.91,1775.0,2337.65,6014.0,0.992,4.459,14.675,KEPLER
K02567.01,9842937,FALSE_POSITIVE,4.98845099,7.453,193.9,1.33,1055.0,292.71,5695.0,0.961,4.411,15.331,KEPLER
K00250.03,9757613,CONFIRMED,3.543919702,1.8717,507.0,1.21,652.0,42.68,3879.0,0.537,4.708,15.473,KEPLER
K02569.01,8247770,CANDIDATE,8.28157072,3.1,139.2,1.37,956.0,197.82,5640.0,1.175,4.288,14.273,KEPLER
K02571.01,6867588,CANDIDATE,0.82628442,0.9603,134.9,0.96,1629.0,1654.69,5218.0,0.829,4.548,14.434,KEPLER
K02572.01,7501646,CANDIDATE,6.37705295,1.949,502.8,2.15,935.0,180.66,5672.0,0.965,4.503,15.522,KEPLER
K02647.01,11962284,CONFIRMED,8.83929462,1.719,316.2,1.94,778.0,86.5,5330.0,0.87,4.491,15.102,KEPLER
K02648.01,2573056,FALSE_POSITIVE,0.631795416,1.0703,145.2,1.88,2797.0,14547.08,6414.0,1.519,4.173,14.676,KEPLER
K02649.01,6842682,CONFIRMED,7.56126152,2.851,180.6,1.2,891.0,149.17,5853.0,0.895,4.529,14.64,KEPLER
K02650.01,8890150,CONFIRMED,34.9897847,4.208,498.5,1.14,292.0,1.71,3765.0,0.521,4.725,15.987,KEPLER
K02650.02,8890150,CONFIRMED,7.05429483,1.716,359.3,1.0,497.0,14.46,3765.0,0.521,4.725,15.987,KEPLER
K02421.01,8838950,CANDIDATE,2.27050106,1.903,106.7,0.55,903.0,157.05,4671.0,0.528,4.721,14.363,KEPLER
K02422.01,11360805,CONFIRMED,26.7838935,4.584,365.3,1.59,523.0,17.69,5242.0,0.856,4.512,14.803,KEPLER
K02423.01,9845898,CONFIRMED,45.126216,6.656,373.1,2.32,604.0,31.54,6499.0,1.169,4.378,14.689,KEPLER
K02424.01,12453581,CONFIRMED,11.94019101,2.866,631.7,1.86,625.0,35.99,5073.0,0.748,4.607,15.912,KEPLER
K02425.01,11922678,FALSE_POSITIVE,3.51295674,3.06,83.1,1.1,1434.0,999.6,6453.0,1.17,4.326,13.51,KEPLER
K02497.01,11179076,CONFIRMED,48.4313003,4.03,886.4,2.78,396.0,5.81,4891.0,0.805,4.516,15.605,KEPLER
K00248.01,5364071,CONFIRMED,7.203855862,2.5418,1765.9,2.25,509.0,15.87,3834.0,0.539,4.708,15.264,KEPLER
K02498.01,5959719,CONFIRMED,6.73808701,2.591,92.9,0.73,786.0,90.19,5168.0,0.769,4.566,13.942,KEPLER
K02499.01,5544903,FALSE_POSITIVE,7.57571414,2.357,418.5,2.45,1075.0,315.8,6418.0,1.171,4.395,15.614,KEPLER
K02501.01,5542983,FALSE_POSITIVE,4.76887671,1.672,115.8,2.11,1532.0,1303.61,6063.0,1.855,3.926,13.388,KEPLER
K02573.01,8256453,FALSE_POSITIVE,1.347512632,1.9817,2651.8,23.45,1346.0,775.18,5316.0,0.685,4.585,15.894,KEPLER
K02574.01,9474493,FALSE_POSITIVE,0.512581697,1.5789,259.1,1.32,2009.0,3827.79,5547.0,0.82,4.571,15.338,KEPLER
K02576.01,4551663,FALSE_POSITIVE,12.07760884,2.233,151.0,1.03,708.0,59.51,5370.0,0.845,4.471,14.166,KEPLER
K02577.01,12257999,CANDIDATE,18.55581565,5.372,565.9,20.83,1793.0,2442.24,5988.0,8.841,2.982,13.506,KEPLER
K02578.01,6922203,CANDIDATE,13.33094869,1.426,725.6,25.95,815.0,104.37,5991.0,1.039,4.394,14.847,KEPLER
K02651.01,11752908,FALSE_POSITIVE,6.38315744,1.7075,1112.6,2.35,787.0,91.0,5262.0,0.714,4.623,15.554,KEPLER
K00255.01,7021681,CONFIRMED,27.52194772,4.047,2312.8,2.47,314.0,2.28,3780.0,0.511,4.746,15.108,KEPLER
K02652.01,4346178,CONFIRMED,16.1289679,6.271,389.0,2.94,715.0,61.87,5392.0,1.087,4.314,15.022,KEPLER
K02654.01,9664142,CONFIRMED,13.5631157,5.438,336.4,1.75,733.0,68.41,5853.0,0.895,4.529,15.785,KEPLER
K02655.01,10018233,CONFIRMED,16.2959916,2.116,369.6,1.83,678.0,49.81,5495.0,0.961,4.442,15.243,KEPLER
K02426.01,8081899,CONFIRMED,4.16056658,2.61,75.8,0.7,985.0,222.54,5481.0,0.815,4.574,13.889,KEPLER
K02427.01,10189557,FALSE_POSITIVE,2.93101771,2.231,199.1,1.15,1134.0,390.28,5485.0,0.788,4.5,15.484,KEPLER
K00245.01,8478994,CONFIRMED,39.79220077,4.466,610.4,1.9,458.0,10.38,5437.0,0.781,4.571,9.705,KEPLER
K02428.01,9965184,FALSE_POSITIVE,16.2276756,3.699,525.8,2.11,648.0,41.57,5328.0,0.883,4.447,15.388,KEPLER
K02429.01,9911882,FALSE_POSITIVE,1.595630597,1.793,259.6,17.94,1346.0,778.05,5632.0,0.729,4.616,15.112,KEPLER
K02503.01,8631504,CONFIRMED,14.8200596,3.902,184.9,0.96,552.0,21.92,4825.0,0.732,4.603,14.146,KEPLER
K02504.01,8110767,CONFIRMED,20.49041,4.369,661.8,2.34,625.0,36.01,5681.0,0.923,4.524,15.93,KEPLER
K02505.01,5471574,FALSE_POSITIVE,0.962827066,4.48,86.3,29.27,3399.0,31471.91,6534.0,3.028,3.647,13.398,KEPLER
K02506.01,6767840,CONFIRMED,8.679037,2.864,301.6,1.79,949.0,191.84,6117.0,1.027,4.42,15.18,KEPLER
K02507.01,8379705,CONFIRMED,11.1296971,2.942,371.0,1.93,843.0,119.44,6122.0,0.964,4.487,15.859,KEPLER
K02579.01,9896018,CONFIRMED,2.7296036,2.721,145.6,1.53,1455.0,1056.15,5887.0,1.235,4.292,15.147,KEPLER
K02580.01,11037511,CONFIRMED,3.11604194,1.7763,345.2,1.59,1123.0,375.55,5591.0,0.86,4.559,15.79,KEPLER
K00250.04,9757613,CONFIRMED,46.82767725,1.9033,1537.7,2.13,276.0,1.37,3879.0,0.537,4.708,15.473,KEPLER
K02581.01,11818872,CONFIRMED,12.7372371,3.358,100.8,0.87,697.0,55.82,5420.0,0.868,4.502,13.463,KEPLER
K02582.01,11771430,CONFIRMED,40.0306267,4.815,214.5,2.01,617.0,34.19,5855.0,1.373,4.227,13.628,KEPLER
K02668.01,5513012,CONFIRMED,0.679336747,1.2188,240.7,1.4,1883.0,2982.78,5440.0,0.913,4.491,14.159,KEPLER
K02669.01,11761199,FALSE_POSITIVE,213.6103207,10.7643,110990.0,46.07,291.0,1.69,5931.0,0.845,4.554,15.619,KEPLER
K02670.01,8074805,FALSE_POSITIVE,170.8658492,16.9895,29841.0,24.4,387.0,5.33,5989.0,1.324,4.221,14.412,KEPLER
K02671.01,2437505,CANDIDATE,21.47642727,5.5498,348130.0,59.5,655.0,43.52,5780.0,1.0,4.438,17.29,KEPLER
K02671.02,2437505,FALSE_POSITIVE,17.5509742,4.064,3859.0,5.97,700.0,56.9,5780.0,1.0,4.438,17.29,KEPLER
K02672.01,11253827,CONFIRMED,88.5122014,6.8214,2518.7,4.7,390.0,5.47,5593.0,0.945,4.45,11.921,KEPLER
K02430.01,3533469,FALSE_POSITIVE,10.21507506,3.395,258.6,1.5,780.0,87.48,5406.0,0.95,4.433,14.338,KEPLER
K02431.01,8956706,FALSE_POSITIVE,8.3806973,3.028,650.8,1.91,701.0,57.04,5062.0,0.735,4.601,15.97,KEPLER
K02432.01,7047363,CONFIRMED,31.0572947,3.401,636.6,1.85,480.0,12.57,5395.0,0.734,4.615,15.956,KEPLER
K02433.01,11968463,CONFIRMED,15.1622287,7.332,479.8,3.12,829.0,111.74,6325.0,1.112,4.409,15.212,KEPLER
K02433.02,11968463,CONFIRMED,10.04378351,5.548,437.9,2.94,951.0,193.39,6325.0,1.112,4.409,15.212,KEPLER
K02508.01,8836888,CANDIDATE,7.10397925,1.5398,370.5,1.51,818.0,105.84,5488.0,0.789,4.584,15.164,KEPLER
K02509.01,9880190,CONFIRMED,4.5513988,2.457,188.7,1.13,907.0,159.65,5009.0,0.84,4.491,15.035,KEPLER
K00248.02,5364071,CONFIRMED,10.91274065,2.1801,1387.2,2.13,443.0,9.12,3834.0,0.539,4.708,15.264,KEPLER
K02510.01,5392702,FALSE_POSITIVE,12.2141545,10.262,535.8,18.13,683.0,51.37,5435.0,0.824,4.578,15.352,KEPLER
K02511.01,8429566,FALSE_POSITIVE,3.732261,2.054,153.6,1.09,1119.0,369.47,5762.0,0.867,4.495,14.834,KEPLER
K02583.01,10387742,CONFIRMED,3.03267135,1.774,42.4,0.6,1187.0,468.31,5640.0,0.921,4.492,12.623,KEPLER
K02585.01,7673841,CONFIRMED,5.34182466,3.577,70.5,0.95,1125.0,379.09,5767.0,1.135,4.287,13.455,KEPLER
K02586.01,9827149,CONFIRMED,2.131945045,1.8061,269.4,1.66,1418.0,955.16,5845.0,1.013,4.469,15.545,KEPLER
K02587.01,5546691,CONFIRMED,12.9462567,9.568,168.7,1.13,764.0,80.34,6058.0,0.867,4.54,15.079,KEPLER
K02588.01,12156347,CONFIRMED,5.77957133,2.5213,396.6,1.5,598.0,30.22,4102.0,0.581,4.687,15.484,KEPLER
K02656.01,8636539,CANDIDATE,6.77367892,3.579,150.7,1.33,1083.0,324.84,6392.0,1.072,4.425,15.024,KEPLER
K02657.01,9283156,CANDIDATE,5.22402436,2.608,48.1,0.58,941.0,185.16,5487.0,0.84,4.512,12.869,KEPLER
K02658.01,8547429,CONFIRMED,11.6601667,5.882,181.0,2.08,834.0,114.36,5791.0,1.083,4.381,14.406,KEPLER
K02659.01,8803882,FALSE_POSITIVE,89.465468,9.88,67.9,2.57,549.0,21.43,5192.0,2.46,3.773,12.998,KEPLER
K02660.01,9893318,CONFIRMED,18.0161227,4.016,499.5,2.39,768.0,82.38,6245.0,1.065,4.406,15.394,KEPLER
K02434.01,6864885,FALSE_POSITIVE,40.8777605,9.745,719.1,29.55,526.0,18.15,5930.0,0.937,4.489,15.59,KEPLER
K02435.01,5097868,FALSE_POSITIVE,6.80243431,3.817,249.1,2.6,895.0,151.72,5836.0,0.816,4.561,15.188,KEPLER
K02436.01,8570333,CONFIRMED,84.5733346,5.762,891.6,2.59,366.0,4.26,5418.0,0.888,4.543,15.758,KEPLER
K00245.02,8478994,CONFIRMED,21.30181863,3.8763,87.3,0.72,564.0,23.89,5437.0,0.781,4.571,9.705,KEPLER
K02437.01,5036705,CONFIRMED,4.14789051,3.829,137.6,1.93,1389.0,878.32,6150.0,1.417,4.223,14.725,KEPLER
K02512.01,9574158,CANDIDATE,15.92108138,1.5443,716.8,3.14,645.0,40.88,5595.0,0.82,4.57,15.523,KEPLER
K02513.01,9653622,CONFIRMED,19.0054098,1.843,542.4,28.47,758.0,78.19,6347.0,1.036,4.423,14.839,KEPLER
K02514.01,4391348,FALSE_POSITIVE,1.96433113,2.381,139.1,1.33,1638.0,1704.63,6306.0,1.121,4.405,15.083,KEPLER
K02516.01,7294743,CANDIDATE,2.81043228,3.874,47.4,1.43,1701.0,1978.53,5415.0,2.079,3.868,13.388,KEPLER
K02517.01,8947520,CONFIRMED,0.968527683,1.3672,114.6,1.21,1677.0,1867.0,5580.0,0.886,4.538,14.511,KEPLER
K02589.01,10468885,CONFIRMED,0.664074145,1.0925,212.6,1.19,1703.0,1998.48,5178.0,0.797,4.585,15.645,KEPLER
K02590.01,12016267,FALSE_POSITIVE,11.7489907,4.043,36.7,1.01,1114.0,363.51,6440.0,1.655,4.081,11.638,KEPLER
K02592.01,6765135,CANDIDATE,175.603366,9.543,506.8,2.87,348.0,3.46,6225.0,1.009,4.461,15.054,KEPLER
K00004.01,3861595,CONFIRMED,3.849371737,2.632,1298.6,12.94,2034.0,4055.29,6244.0,2.992,3.657,11.432,KEPLER
K00033.01,5725087,FALSE_POSITIVE,0.366197145,1.2335,275.3,51.34,9983.0,2335438.28,4448.0,31.5,1.694,11.059,KEPLER
K00251.01,10489206,CONFIRMED,4.164384505,1.8464,2338.0,2.54,590.0,28.75,3808.0,0.508,4.754,14.752,KEPLER
K02662.01,3426367,CONFIRMED,2.10433534,1.1168,242.1,0.79,662.0,45.34,3605.0,0.433,4.837,14.488,KEPLER
K02664.01,5562090,CONFIRMED,28.8431751,3.171,756.7,2.66,491.0,13.77,5151.0,0.785,4.528,15.652,KEPLER
K00256.01,11548140,FALSE_POSITIVE,1.378649746,1.2232,22462.0,6.51,734.0,68.34,3440.0,0.439,4.82,15.373,KEPLER
K02665.01,12110786,FALSE_POSITIVE,1.112207126,1.35,54.7,0.73,1797.0,2467.09,6046.0,0.972,4.486,13.823,KEPLER
K02666.01,5342061,CANDIDATE,64.034363,9.174,758.8,3.47,411.0,6.72,5691.0,0.783,4.561,15.341,KEPLER
K02667.01,3654095,FALSE_POSITIVE,1.303576682,1.021,245.5,1.51,1694.0,1940.45,6045.0,0.955,4.494,14.834,KEPLER
K02438.01,5078939,FALSE_POSITIVE,1.958577398,2.388,453.0,1.8,1252.0,579.19,5402.0,0.816,4.568,15.902,KEPLER
K02439.01,6867555,CONFIRMED,5.19103699,4.222,290.1,1.92,1183.0,462.91,6321.0,1.125,4.417,15.438,KEPLER
K02440.01,5339567,CONFIRMED,4.86638504,2.296,143.8,1.32,1121.0,372.7,5688.0,1.111,4.333,13.987,KEPLER
K02441.01,4459924,FALSE_POSITIVE,4.79176993,4.52,116.6,0.81,883.0,143.74,5138.0,0.756,4.536,14.287,KEPLER
K02442.01,11080405,CONFIRMED,25.1933989,4.62,481.2,1.95,513.0,16.34,5009.0,0.84,4.491,15.629,KEPLER
K02518.01,5529738,FALSE_POSITIVE,0.759762021,4.912,227.0,24.2,2280.0,6419.35,6386.0,1.123,4.402,14.871,KEPLER
K02519.01,4047631,CANDIDATE,4.790912471,0.5134,360.7,2.25,717.0,62.51,4359.0,0.676,4.601,14.452,KEPLER
K02520.01,10059645,CONFIRMED,6.49441464,2.344,357.3,1.75,732.0,68.05,4769.0,0.742,4.557,15.602,KEPLER
K00248.03,5364071,CONFIRMED,2.576571021,1.5997,852.8,1.57,717.0,62.42,3834.0,0.539,4.708,15.264,KEPLER
K02521.01,7183745,CONFIRMED,28.4750006,4.718,763.8,2.64,489.0,13.5,4996.0,0.831,4.497,15.86,KEPLER
K02593.01,8212002,CONFIRMED,14.7966306,5.613,56.1,0.98,874.0,138.25,6175.0,1.307,4.299,11.714,KEPLER
K02594.01,8004903,CONFIRMED,11.25401871,4.759,433.4,2.42,888.0,147.13,5995.0,1.118,4.351,15.166,KEPLER
K02595.01,8883329,CONFIRMED,9.18244299,4.318,87.6,1.24,1052.0,289.74,6194.0,1.314,4.242,13.223,KEPLER
K02595.02,8883329,CONFIRMED,14.6134781,5.266,72.8,1.12,901.0,155.87,6194.0,1.314,4.242,13.223,KEPLER
K02596.01,3644653,FALSE_POSITIVE,119.682075,31.28,1704.1,30.39,351.0,3.59,5778.0,0.911,4.531,15.903,KEPLER
K02672.02,11253827,CONFIRMED,42.9923284,4.726,1120.1,3.32,496.0,14.33,5593.0,0.945,4.45,11.921,KEPLER
K00257.01,5514383,CONFIRMED,6.88341278,2.0674,487.4,2.63,1080.0,321.63,6139.0,1.193,4.359,10.868,KEPLER
K02673.01,10747445,FALSE_POSITIVE,4.593595496,2.7468,45034.0,44.14,1022.0,258.12,5717.0,0.884,4.538,16.444,KEPLER
K02674.01,8022489,CONFIRMED,197.5111484,11.106,2575.6,9.52,391.0,5.54,5616.0,1.674,4.004,13.349,KEPLER
K02674.02,8022489,CONFIRMED,11.1726723,6.106,76.8,1.5,1019.0,255.06,5616.0,1.674,4.004,13.349,KEPLER
K02674.03,8022489,CONFIRMED,2.53573284,3.989,68.0,1.36,1671.0,1842.18,5616.0,1.674,4.004,13.349,KEPLER
K02443.01,9209624,CONFIRMED,6.79164656,3.343,102.6,1.01,994.0,230.81,5772.0,1.003,4.351,13.987,KEPLER
K02443.02,9209624,CONFIRMED,11.8376933,3.381,92.9,1.0,826.0,110.03,5772.0,1.003,4.351,13.987,KEPLER
K02444.01,3354846,CONFIRMED,18.5525162,4.385,771.5,2.53,612.0,33.14,5569.0,0.829,4.566,15.714,KEPLER
K02445.01,6516185,CANDIDATE,47.3659328,7.929,757.0,11.97,481.0,12.62,5708.0,0.902,4.482,15.817,KEPLER
K00245.03,8478994,CONFIRMED,13.3669309,3.733,12.2,0.27,656.0,43.71,5417.0,0.772,4.567,9.705,KEPLER
K02447.01,3946023,FALSE_POSITIVE,1.045492348,2.933,28.7,0.83,2291.0,6522.69,6057.0,1.457,4.088,12.804,KEPLER
K02521.02,7183745,CONFIRMED,4.86634094,1.885,366.7,1.94,881.0,142.39,4996.0,0.831,4.497,15.86,KEPLER
K02522.01,9177629,CONFIRMED,5.60402307,1.0273,224.9,1.25,774.0,84.65,4847.0,0.737,4.581,13.713,KEPLER
K02523.01,7778767,CONFIRMED,13.0313583,4.521,573.3,2.88,774.0,84.94,5514.0,1.071,4.345,15.829,KEPLER
K02524.01,7515762,CONFIRMED,40.9905002,7.336,297.3,2.41,627.0,36.5,5842.0,1.41,4.17,15.272,KEPLER
K02525.01,5942949,CONFIRMED,57.2932309,4.878,773.6,1.95,355.0,3.76,4806.0,0.729,4.564,15.699,KEPLER
K02597.01,12120307,CONFIRMED,8.00504749,3.32,187.5,1.52,1035.0,271.68,6398.0,1.101,4.411,14.79,KEPLER
K02597.02,12120307,CONFIRMED,12.13070414,3.843,211.2,1.61,901.0,155.85,6398.0,1.101,4.411,14.79,KEPLER
K02597.03,12120307,CONFIRMED,5.61357653,2.905,162.3,1.41,1165.0,435.61,6398.0,1.101,4.411,14.79,KEPLER
K02598.01,7446631,CANDIDATE,29.2254372,5.293,174.1,1.35,614.0,33.69,6049.0,1.008,4.461,14.162,KEPLER
K02600.01,9777251,FALSE_POSITIVE,1.33255087,3.565,123.3,1.19,1728.0,2107.29,5774.0,1.054,4.347,15.053,KEPLER
K02375.01,6864893,FALSE_POSITIVE,40.8792243,7.005,413.6,1.62,437.0,8.59,5383.0,0.72,4.609,14.923,KEPLER
K02376.01,11701407,CONFIRMED,18.8262877,2.344,795.8,2.34,591.0,28.85,5215.0,0.845,4.481,15.279,KEPLER
K02377.01,5906426,CANDIDATE,13.9034057,3.408,261.4,1.55,646.0,41.08,5261.0,0.819,4.523,14.782,KEPLER
K00241.03,11288051,CONFIRMED,3.41045981,2.866,136.2,1.06,892.0,149.88,4983.0,0.651,4.66,14.139,KEPLER
K02378.01,10813132,CONFIRMED,4.76702759,2.013,163.4,1.19,1046.0,282.97,5629.0,0.937,4.43,14.431,KEPLER
K02448.01,5857540,CONFIRMED,13.62801048,3.5374,912.8,3.28,639.0,39.48,5052.0,0.855,4.48,15.462,KEPLER
K02449.01,12208631,CANDIDATE,53.3580444,6.812,736.1,3.41,474.0,11.94,5481.0,1.036,4.369,15.114,KEPLER
K02450.01,7289317,CONFIRMED,16.83203175,4.031,326.0,1.86,690.0,53.44,5518.0,1.008,4.4,14.834,KEPLER
K02451.01,6500206,FALSE_POSITIVE,13.37499553,1.639,458.1,2.01,703.0,57.85,5263.0,0.961,4.404,14.738,KEPLER
K02452.01,5545815,FALSE_POSITIVE,4.35370136,1.913,168.9,1.33,1179.0,456.83,5992.0,0.985,4.382,14.685,KEPLER
K02526.01,3116302,FALSE_POSITIVE,134.96694,18.43,68.4,0.87,385.0,5.18,6154.0,1.053,4.416,13.314,KEPLER
K02527.01,7879433,CONFIRMED,1.385787741,1.6449,85.4,0.55,1008.0,245.15,4239.0,0.6,4.667,14.131,KEPLER
K02528.01,9205907,CONFIRMED,12.02295362,1.2667,778.6,3.28,776.0,85.78,5982.0,0.879,4.535,15.646,KEPLER
K02529.01,8463346,CONFIRMED,16.79716262,3.83,1023.8,2.75,503.0,15.19,4652.0,0.697,4.617,15.856,KEPLER
K00248.04,5364071,CONFIRMED,18.59611518,2.3052,813.8,1.53,371.0,4.48,3834.0,0.539,4.708,15.264,KEPLER
K00251.02,10489206,CONFIRMED,5.77440326,1.768,245.3,0.8,529.0,18.6,3808.0,0.508,4.754,14.752,KEPLER
K02601.01,7531677,FALSE_POSITIVE,2.622134451,4.735,128.2,1.64,1548.0,1359.14,5864.0,1.369,4.199,13.915,KEPLER
K02602.01,10068659,CONFIRMED,11.47685263,2.756,240.6,1.58,796.0,94.94,5550.0,1.032,4.384,15.051,KEPLER
K02603.01,2443393,CANDIDATE,73.711039,10.062,136.7,1.77,563.0,23.81,6374.0,1.502,4.193,12.643,KEPLER
K02604.01,9019191,CANDIDATE,14.43348326,2.663,526.8,16.25,558.0,22.91,4915.0,0.702,4.627,15.323,KEPLER
K02379.01,9718379,FALSE_POSITIVE,40.0088894,3.616,582.3,20.75,585.0,27.65,6237.0,1.023,4.403,15.04,KEPLER
K02380.01,3002478,CANDIDATE,6.35705314,1.324,272.2,1.59,990.0,227.07,5982.0,0.96,4.493,14.216,KEPLER
